PlayerName,Teams,Span,Matches,Innings,NotOuts,Runs,HighestScore,BattingAverage,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes,BowlInnings,Overs,Maidens,RunsConceded,Wickets,BestBowlingInnings,BowlingAverage,Economy,BowlingStrikeRate,FourWickets,FiveWickets
Mohsin Khan,Lucknow Super Giants,2022-2026,25,6,2,25,13*,6.25,25,100,0,0,2,2,1,24,85.0,3,708,28,4/16,25.28,8.32,18.2,1,0
Monu Kumar,Chennai Super Kings,2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0,0,20,0,-,-,10,-,0,0
Mujeeb Ur Rahman,"Kings XI Punjab, Mumbai Indians, Sunrisers Hyderabad",2018-2025,20,7,4,12,10*,4,15,80,0,0,2,2,0,20,74.2,0,620,20,3/27,31,8.34,22.3,0,0
Mukesh Choudhary,Chennai Super Kings,2022-2025,16,2,1,6,4,6,6,100,0,0,0,1,0,16,52.3,0,522,17,4/46,30.7,9.94,18.5,1,0
Mukesh Kumar,Delhi Capitals,2023-2026,36,5,4,10,6*,10,18,55.55,0,0,0,0,0,36,120.0,1,1237,40,4/33,30.92,10.3,18,1,0
Musheer Khan,Punjab Kings,2025-2025,1,1,0,0,0,0,3,0,0,0,1,0,0,1,2.0,0,27,1,1/27,27,13.5,12,0,0
Mustafizur Rahman,"Chennai Super Kings, Delhi Capitals, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad",2016-2025,60,10,8,13,8*,6.5,24,54.16,0,0,1,0,1,60,227.2,2,1849,65,4/29,28.44,8.13,20.9,1,0
N Burger,Rajasthan Royals,2024-2026,10,-,-,-,-,-,-,-,-,-,-,-,-,9,29.0,0,253,12,2/21,21.08,8.72,14.5,0,0
N Jagadeesan,"Chennai Super Kings, Kolkata Knight Riders",2020-2023,13,10,1,162,39*,18,147,110.2,0,0,2,21,2,-,-,-,-,-,-,-,-,-,-,-
N Pooran,"Kings XI Punjab, Lucknow Super Giants, Punjab Kings, Sunrisers Hyderabad",2019-2026,94,91,20,2334,87*,32.87,1405,166.12,0,14,9,158,170,-,-,-,-,-,-,-,-,-,-,-
N Rana,"Delhi Capitals, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals",2016-2026,121,115,10,2873,87,27.36,2112,136.03,0,20,8,264,142,26,32.0,0,270,10,2/11,27,8.43,19.2,0,0
N Saini,Kings XI Punjab,2012-2012,10,10,0,140,50,14,141,99.29,0,1,0,16,0,-,-,-,-,-,-,-,-,-,-,-
N Thushara,"Mumbai Indians, Royal Challengers Bengaluru",2024-2025,8,-,-,-,-,-,-,-,-,-,-,-,-,8,30.0,0,283,9,3/28,31.44,9.43,20,0,0
N Wadhera,"Mumbai Indians, Punjab Kings",2023-2026,40,34,4,746,70,24.86,532,140.22,0,4,1,60,41,2,2.5,0,22,0,-,-,7.76,-,0,0
NA Saini,"Kolkata Knight Riders, Rajasthan Royals, Royal Challengers Bangalore",2019-2026,34,7,3,33,12*,8.25,37,89.18,0,0,0,3,0,33,112.4,1,1011,23,3/40,43.95,8.97,29.3,0,0
NB Singh,Gujarat Lions,2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,-,2,4.0,0,15,1,1/7,15,3.75,24,0,0
